index,id,menuCommandString,menu_en,menu_ja,extendscript,applescript,jxa,minVersion,maxVersion
458,menuCommandString_338,Live PSAdapter_plugin_Stmp,Effect > Sketch > Stamp…,効果 > スケッチ > スタンプ...,app.executeMenuCommand('Live PSAdapter_plugin_Stmp');,"execute menu command menu command string ""Live PSAdapter_plugin_Stmp""",app.executeMenuCommand({menuCommandString: 'Live PSAdapter_plugin_Stmp'});,16,99
459,menuCommandString_339,Live PSAdapter_plugin_ChlC,Effect > Sketch > Chalk & Charcoal…,効果 > スケッチ > チョーク・木炭画...,app.executeMenuCommand('Live PSAdapter_plugin_ChlC');,"execute menu command menu command string ""Live PSAdapter_plugin_ChlC""",app.executeMenuCommand({menuCommandString: 'Live PSAdapter_plugin_ChlC'});,16,99
460,menuCommandString_340,Live PSAdapter_plugin_NtPr,Effect > Sketch > Note Paper…,効果 > スケッチ > ノート用紙...,app.executeMenuCommand('Live PSAdapter_plugin_NtPr');,"execute menu command menu command string ""Live PSAdapter_plugin_NtPr""",app.executeMenuCommand({menuCommandString: 'Live PSAdapter_plugin_NtPr'});,16,99
461,menuCommandString_341,Live PSAdapter_plugin_HlfS,Effect > Sketch > Halftone Pattern…,効果 > スケッチ > ハーフトーンパターン...,app.executeMenuCommand('Live PSAdapter_plugin_HlfS');,"execute menu command menu command string ""Live PSAdapter_plugin_HlfS""",app.executeMenuCommand({menuCommandString: 'Live PSAdapter_plugin_HlfS'});,16,99
462,menuCommandString_342,Live PSAdapter_plugin_Plst,Effect > Sketch > Plaster…,効果 > スケッチ > プラスター...,app.executeMenuCommand('Live PSAdapter_plugin_Plst');,"execute menu command menu command string ""Live PSAdapter_plugin_Plst""",app.executeMenuCommand({menuCommandString: 'Live PSAdapter_plugin_Plst'});,16,99
463,menuCommandString_343,Live PSAdapter_plugin_Chrc,Effect > Sketch > Charcoal…,効果 > スケッチ > 木炭画...,app.executeMenuCommand('Live PSAdapter_plugin_Chrc');,"execute menu command menu command string ""Live PSAdapter_plugin_Chrc""",app.executeMenuCommand({menuCommandString: 'Live PSAdapter_plugin_Chrc'});,16,99
464,menuCommandString_344,Live PSAdapter_plugin_BsRl,Effect > Sketch > Bas Relief…,効果 > スケッチ > 浅浮彫り...,app.executeMenuCommand('Live PSAdapter_plugin_BsRl');,"execute menu command menu command string ""Live PSAdapter_plugin_BsRl""",app.executeMenuCommand({menuCommandString: 'Live PSAdapter_plugin_BsRl'});,16,99
465,menuCommandString_345,Live PSAdapter_plugin_Crql,Effect > Texture > Craquelure…,効果 > テクスチャ > クラッキング...,app.executeMenuCommand('Live PSAdapter_plugin_Crql');,"execute menu command menu command string ""Live PSAdapter_plugin_Crql""",app.executeMenuCommand({menuCommandString: 'Live PSAdapter_plugin_Crql'});,16,99
466,menuCommandString_346,Live PSAdapter_plugin_StnG,Effect > Texture > Stained Glass…,効果 > テクスチャ > ステンドグラス...,app.executeMenuCommand('Live PSAdapter_plugin_StnG');,"execute menu command menu command string ""Live PSAdapter_plugin_StnG""",app.executeMenuCommand({menuCommandString: 'Live PSAdapter_plugin_StnG'});,16,99
467,menuCommandString_347,Live PSAdapter_plugin_Txtz,Effect > Texture > Texturizer…,効果 > テクスチャ > テクスチャライザー...,app.executeMenuCommand('Live PSAdapter_plugin_Txtz');,"execute menu command menu command string ""Live PSAdapter_plugin_Txtz""",app.executeMenuCommand({menuCommandString: 'Live PSAdapter_plugin_Txtz'});,16,99
468,menuCommandString_348,Live PSAdapter_plugin_Ptch,Effect > Texture > Patchwork…,効果 > テクスチャ > パッチワーク...,app.executeMenuCommand('Live PSAdapter_plugin_Ptch');,"execute menu command menu command string ""Live PSAdapter_plugin_Ptch""",app.executeMenuCommand({menuCommandString: 'Live PSAdapter_plugin_Ptch'});,16,99
469,menuCommandString_349,Live PSAdapter_plugin_MscT,Effect > Texture > Mosaic Tiles…,効果 > テクスチャ > モザイクタイル...,app.executeMenuCommand('Live PSAdapter_plugin_MscT');,"execute menu command menu command string ""Live PSAdapter_plugin_MscT""",app.executeMenuCommand({menuCommandString: 'Live PSAdapter_plugin_MscT'});,16,99
470,menuCommandString_350,Live PSAdapter_plugin_Grn,Effect > Texture > Grain…,効果 > テクスチャ > 粒状...,app.executeMenuCommand('Live PSAdapter_plugin_Grn ');,"execute menu command menu command string ""Live PSAdapter_plugin_Grn """,app.executeMenuCommand({menuCommandString: 'Live PSAdapter_plugin_Grn '});,16,99
471,menuCommandString_351,Live PSAdapter_plugin_NTSC,Effect > Video > NTSC Colors,効果 > ビデオ > NTSC カラー,app.executeMenuCommand('Live PSAdapter_plugin_NTSC');,"execute menu command menu command string ""Live PSAdapter_plugin_NTSC""",app.executeMenuCommand({menuCommandString: 'Live PSAdapter_plugin_NTSC'});,16,99
472,menuCommandString_352,Live PSAdapter_plugin_Dntr,Effect > Video > De-Interlace…,効果 > ビデオ > インターレース解除...,app.executeMenuCommand('Live PSAdapter_plugin_Dntr');,"execute menu command menu command string ""Live PSAdapter_plugin_Dntr""",app.executeMenuCommand({menuCommandString: 'Live PSAdapter_plugin_Dntr'});,16,99
473,menuCommandString_353,Live PSAdapter_plugin_ClrH,Effect > Pixelate > Color Halftone…,効果 > ピクセレート > カラーハーフトーン...,app.executeMenuCommand('Live PSAdapter_plugin_ClrH');,"execute menu command menu command string ""Live PSAdapter_plugin_ClrH""",app.executeMenuCommand({menuCommandString: 'Live PSAdapter_plugin_ClrH'});,16,99
474,menuCommandString_354,Live PSAdapter_plugin_Mztn,Effect > Pixelate > Mezzotint…,効果 > ピクセレート > メゾティント...,app.executeMenuCommand('Live PSAdapter_plugin_Mztn');,"execute menu command menu command string ""Live PSAdapter_plugin_Mztn""",app.executeMenuCommand({menuCommandString: 'Live PSAdapter_plugin_Mztn'});,16,99
475,menuCommandString_355,Live PSAdapter_plugin_Crst,Effect > Pixelate > Crystallize…,効果 > ピクセレート > 水晶...,app.executeMenuCommand('Live PSAdapter_plugin_Crst');,"execute menu command menu command string ""Live PSAdapter_plugin_Crst""",app.executeMenuCommand({menuCommandString: 'Live PSAdapter_plugin_Crst'});,16,99
476,menuCommandString_356,Live PSAdapter_plugin_Pntl,Effect > Pixelate > Pointillize…,効果 > ピクセレート > 点描...,app.executeMenuCommand('Live PSAdapter_plugin_Pntl');,"execute menu command menu command string ""Live PSAdapter_plugin_Pntl""",app.executeMenuCommand({menuCommandString: 'Live PSAdapter_plugin_Pntl'});,16,99
477,menuCommandString_357,Live PSAdapter_plugin_Spt,Effect > Brush Strokes > Spatter…,効果 > ブラシストローク > はね...,app.executeMenuCommand('Live PSAdapter_plugin_Spt ');,"execute menu command menu command string ""Live PSAdapter_plugin_Spt """,app.executeMenuCommand({menuCommandString: 'Live PSAdapter_plugin_Spt '});,16,99
478,menuCommandString_358,Live PSAdapter_plugin_InkO,Effect > Brush Strokes > Ink Outlines…,効果 > ブラシストローク > インク画 (外形)...,app.executeMenuCommand('Live PSAdapter_plugin_InkO');,"execute menu command menu command string ""Live PSAdapter_plugin_InkO""",app.executeMenuCommand({menuCommandString: 'Live PSAdapter_plugin_InkO'});,16,99
479,menuCommandString_359,Live PSAdapter_plugin_AccE,Effect > Brush Strokes > Accented Edges…,効果 > ブラシストローク > エッジの強調...,app.executeMenuCommand('Live PSAdapter_plugin_AccE');,"execute menu command menu command string ""Live PSAdapter_plugin_AccE""",app.executeMenuCommand({menuCommandString: 'Live PSAdapter_plugin_AccE'});,16,99
480,menuCommandString_360,Live PSAdapter_plugin_SprS,Effect > Brush Strokes > Sprayed Strokes…,効果 > ブラシストローク > ストローク (スプレー)...,app.executeMenuCommand('Live PSAdapter_plugin_SprS');,"execute menu command menu command string ""Live PSAdapter_plugin_SprS""",app.executeMenuCommand({menuCommandString: 'Live PSAdapter_plugin_SprS'});,16,99
481,menuCommandString_361,Live PSAdapter_plugin_AngS,Effect > Brush Strokes > Angled Strokes…,効果 > ブラシストローク > ストローク (斜め)...,app.executeMenuCommand('Live PSAdapter_plugin_AngS');,"execute menu command menu command string ""Live PSAdapter_plugin_AngS""",app.executeMenuCommand({menuCommandString: 'Live PSAdapter_plugin_AngS'});,16,99
482,menuCommandString_362,Live PSAdapter_plugin_DrkS,Effect > Brush Strokes > Dark Strokes…,効果 > ブラシストローク > ストローク (暗)...,app.executeMenuCommand('Live PSAdapter_plugin_DrkS');,"execute menu command menu command string ""Live PSAdapter_plugin_DrkS""",app.executeMenuCommand({menuCommandString: 'Live PSAdapter_plugin_DrkS'});,16,99
483,menuCommandString_363,Live PSAdapter_plugin_Smie,Effect > Brush Strokes > Sumi-e…,効果 > ブラシストローク > 墨絵...,app.executeMenuCommand('Live PSAdapter_plugin_Smie');,"execute menu command menu command string ""Live PSAdapter_plugin_Smie""",app.executeMenuCommand({menuCommandString: 'Live PSAdapter_plugin_Smie'});,16,99
484,menuCommandString_364,Live PSAdapter_plugin_Crsh,Effect > Brush Strokes > Crosshatch…,効果 > ブラシストローク > 網目...,app.executeMenuCommand('Live PSAdapter_plugin_Crsh');,"execute menu command menu command string ""Live PSAdapter_plugin_Crsh""",app.executeMenuCommand({menuCommandString: 'Live PSAdapter_plugin_Crsh'});,16,99
485,menuCommandString_365,Live PSAdapter_plugin_Gls,Effect > Distort > Glass…,効果 > 変形 > ガラス...,app.executeMenuCommand('Live PSAdapter_plugin_Gls ');,"execute menu command menu command string ""Live PSAdapter_plugin_Gls """,app.executeMenuCommand({menuCommandString: 'Live PSAdapter_plugin_Gls '});,16,99
